Wavelength,S1c / R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nm,CPS / MicroAmps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,450 nm,485 nm,500 nm,550 nm  + 550 filter,550 nm + 495 filter,530 nm,560 nm,600 nm,400 nm,625 nm + 495 filter,625 + 665 filter,625 nm no filter,650 nm,690 nm,700 nm,710 nm,720 nm,730 nm,740 nm,750 nm,760 nm,770 nm,790 nm,800 nm,808 nm,808 nm laser,980 laser,,,,
583,1052.83845246785,5220.9963681217,745.382585751979,637.68115942029,334.269408460911,888.8,876.661454261142,,1800.21241444418,,,,,,,,,,,,,,,,,,-1624.50291902868,,,,
584,1132.21329437546,4728.2571448153,766.471449487555,818.469895880489,533.369555374445,1159.40870954854,661.77908113392,,1408.45900094251,,,,,,,,,,,,,,,,,,-2300.01691188906,,,,
585,917.868972099029,5085.68686591719,722.494692921455,483.827126936668,813.942960615663,1016.88135050804,1159.29289969724,,1851.67717974415,,,,,,,,,,,,,,,,,,-862.506341958397,,,,
586,834.363411619283,4404.32965677879,876.473603280369,311.56598134227,723.535271212533,1167.49240850248,730.133906753983,,1581.80423623813,,,,,,,,,,,,,,,,,,67.6532769556025,,,,
587,1023.95780732761,4317.58890567074,781.112737920937,601.667270750272,596.596052869817,970.041653316245,65.3977550024402,,1943.59397079604,,,,,,,,,,,,,,,,,,-1032.58569614896,,,,
588,1019.49109700612,4294.04500548848,1009.16086478564,773.971361247055,614.590876176684,905.814512253724,701.359679154847,,1743.91895871371,,,,,,,,,,,,,,,,,,-1962.11096075778,,,,
589,1119.52861952862,3640.54035520812,1221.42438452521,556.411418214771,787.208986321225,840.665493521037,660.487804878049,,1778.52348993289,,,,,,,,,,,,,,,,,,575.24744099484,,,,
590,984.90375441944,3194.81588150586,1170.22056129552,538.433647570703,760.101467657184,1136.8909512761,1110.026359465,,1816.09195402299,,,,,,,,,,,,,,,,,,2859.07629842666,,,,
591,1086.65131689785,2857.04495614035,1384.14142155065,710.337954154209,433.601882864126,801.120448179272,573.578268516709,,2092.63951912311,,,,,,,,,,,,,,,,,,-185.905019435525,,,,
592,951.498821151903,2295.72251165341,1588.94266021411,438.564697354114,976.64735698769,817.715841742752,719.7265625,,1755.80162563317,,,,,,,,,,,,,,,,,,-1285.08623605005,,,,
593,1255.0539083558,2085.36334316887,1722.18960962724,610.396667270422,442.854555334179,456.288956368867,504.98144168783,,1945.77070439139,,,,,,,,,,,,,,,,,,-1200.94722598106,,,,
594,1228.01101556792,1988.20382689802,1895.2380952381,846.244450484733,669.202209544508,809.18841043701,446.071254270376,,1599.88197108292,,,,,,,,,,,,,,,,,,-2887.78181204087,,,,
595,1378.28430271727,1560.53136127089,1954.13247362251,448.153860110678,614.702154626109,1016.39344262295,836.587270597423,,1892.60874690558,,,,,,,,,,,,,,,,,,-1200.74412311855,,,,
596,1294.43477284214,1431.90074713825,1955.56533216014,720.181405895692,506.294719681188,911.924552429667,426.7578125,,1827.88093132921,,,,,,,,,,,,,,,,,,-946.825598106349,,,,
597,1199.16872612896,1337.95565318871,2519.60999926692,356.722498868266,604.937155258161,769.415532425941,573.634320336167,,2047.42523447178,,,,,,,,,,,,,,,,,,998.139062764338,,,,
598,1171.1509296186,1227.78120925125,2504.76469725847,928.29299247575,524.029323920717,1049.1357234315,710.446594351608,,1667.15741122431,,,,,,,,,,,,,,,,,,321.353065539112,,,,
599,1518.46862018637,1376.49880095923,3171.35737320434,700.959971019743,633.037493207752,841.136454581833,964.7150816147,,2104.05373556446,,,,,,,,,,,,,,,,,,-777.486689765909,,,,
600,1248.59708193042,1164.33662280702,2976.30401291175,674.035151295525,1238.91402714932,640.697488401856,662.621121659978,,2361.49543715043,,,,,,,,,,,,,,,,,,-3991.20581768984,,,,
601,1147.20071805228,1212.14197615458,3084.53698951536,719.985491476242,796.195652173913,1168.23924516232,192.345245069322,,2152.07780725022,,,,,,,,,,,,,,,,,,1504.77639699045,,,,
602,1664.70158890573,1233.71279659855,3433.19660123059,711.046617086886,642.035678710495,952.266730630847,437.078322088589,,1920.38160296802,,,,,,,,,,,,,,,,,,-2382.96434003718,,,,
603,1517.02091862487,1164.81557658028,3773.46041055719,493.155652252742,560.840808190632,824.404285942747,466.047874938935,,2371.71169045653,,,,,,,,,,,,,,,,,,574.955610044813,,,,
604,1589.83849259758,1171.67146578911,3335.04474108846,529.753265602322,596.32612433264,849.479583666934,436.480812420662,,1986.56373386764,,,,,,,,,,,,,,,,,,236.726411903957,,,,
605,1518.46862018637,1569.20545691369,3626.56696723114,855.692530819434,569.694774024092,960.646296592545,729.136163982431,,2011.67728237792,,,,,,,,,,,,,,,,,,2010.98436839882,,,,
606,1578.2686701054,1439.44589219586,3270.47255650132,791.81011052727,588.555364106285,873.219145189691,641.476274165202,,2341.80574394056,,,,,,,,,,,,,,,,,,-1877.37843551797,,,,
607,1365.90564873506,1262.35584843493,3697.97772567409,601.285882459477,515.118594966504,1297.94218912643,309.419228892143,,2233.94225103123,,,,,,,,,,,,,,,,,,-2723.27469553451,,,,
608,1594.90974324476,1630.01027749229,3190.77261076529,683.09476354412,1096.0021756867,1081.83856502242,641.100702576112,,2322.74415040962,,,,,,,,,,,,,,,,,,2604.6511627907,,,,
609,1674.14469994391,1425.24165352711,3362.65669672311,981.97300480116,949.321266968326,865.007601824438,485.3515625,,2469.65232763701,,,,,,,,,,,,,,,,,,660.010154002369,,,,
610,1617.60583123073,1598.05132427611,3239.45727906124,575.056689342404,1086.14910770903,640.902544407105,798.007423324868,,2469.50680572742,,,,,,,,,,,,,,,,,,2688.08114961961,,,,
611,1798.33913141062,1431.01794766406,2895.93091334895,774.252039891206,905.383360522023,1193.56388088377,700.468933177023,,2421.93943678567,,,,,,,,,,,,,,,,,,-2468.30092983939,,,,
612,1832.82811272033,1756.46921545748,2634.58580531751,1192.16113228089,1140.70852586754,633.103889867136,923.722200546235,,2594.31737797689,,,,,,,,,,,,,,,,,,3619.45031712474,,,,
613,1808.34361332287,1563.74365308083,2530.19102686086,611.781791776346,723.600796957073,1041.54991593948,1344.85789627893,,2682.42367087115,,,,,,,,,,,,,,,,,,236.80649526387,,,,
614,1652.45202558635,1350.38749056992,2418.81217086015,756.256800870511,470.023546458975,1288.49076221707,1168.14677466576,,2462.16359460574,,,,,,,,,,,,,,,,,,67.6418364758603,,,,
615,1990.45480067378,1703.97754501267,2246.88644688645,1256.58253132377,1322.03696991664,1249.49971984311,944.243726198614,,2830.61140262956,,,,,,,,,,,,,,,,,,-3229.078613694,,,,
616,2124.73335578758,1704.79452054795,1897.18392490466,1036.98332124728,1267.66944545125,1089.14852752881,954.474404064088,,2906.74369252535,,,,,,,,,,,,,,,,,,-101.445599797109,,,,
617,2266.98129108377,1706.43082407788,1691.22498350561,845.47841042817,796.123539534462,1016.88135050804,729.777256740915,,3008.72950336204,,,,,,,,,,,,,,,,,,-1368.82129277567,,,,
618,2113.15036201381,1492.5679841085,1411.30804159953,1174.12213047818,1003.61990950226,1255.99616245603,1306.81262828658,,3212.32836348636,,,,,,,,,,,,,,,,,,-101.505667399763,,,,
619,1922.96895177138,1810.13786953838,1712.58976989594,574.53556864522,1111.81472770038,960.876870149612,1033.74083129584,,3330.97553787209,,,,,,,,,,,,,,,,,,-270.61310782241,,,,
620,2315.20457989561,1824.35677530017,1720.92682211468,1135.35536441829,994.840228116231,1313.01008161306,1091.03340496191,,3382.43091969599,,,,,,,,,,,,,,,,,,-185.810810810811,,,,
621,2393.78122018297,1664.49667648873,1813.98755034786,891.223621048818,1221.25656346189,1369.01904304689,808.406647116324,,3148.6175794376,,,,,,,,,,,,,,,,,,67.65899864682,,,,
622,2270.43107319264,2050.20920502092,1962.89778559906,1298.5601738658,1386.09373583537,1401.36054421769,1248.28934506354,,3412.69373563557,,,,,,,,,,,,,,,,,,575.10148849797,,,,
623,2282.81013084742,2034.81598245494,1866.48102007914,1360.71654754365,1320.24251198987,1336.15864385095,954.84753713839,,3583.80480905233,,,,,,,,,,,,,,,,,,-1797.21939640556,,,,
624,2572.37432675045,1975.16465422613,1897.60140834739,1823.61463237957,1203.91339795271,1640.01279385895,925.346882939222,,3906.1027332705,,,,,,,,,,,,,,,,,,3621.28775700144,,,,
625,2539.4242101128,2083.93334704793,1625.00916220773,1281.2613265676,923.509153525467,1639.48840927258,1268.70781570967,1214.15990529264,3696.21596133443,,,,,,,,,,,,,,,,,,998.645903859174,,,,
626,2584.4206753654,2182.30342845412,1691.72105301753,1318.34255145525,1248.52874603893,1960.8,1140.09378663541,795.840254206688,3799.62304158323,,,,,,,,,,,,,,,,,,1844.64376375021,,,,
627,2660.20070639682,2533.38812410109,1713.21750604794,1545.57823129252,1693.39494427834,1816.50935850264,1218.24931613912,1386.92452013278,4047.95569694827,,,,,,,,,,,,,,,,,,-16.9290672083968,,,,
628,2632.7594908316,2430.65543455928,1748.84606930911,1524.80985150308,1511.3646653989,1783.2307569339,1618.1640625,1228.08283425933,4179.5173631548,,,,,,,,,,,,,,,,,,-270.704678115219,,,,
629,2783.39512414335,2791.00075450991,2312.14296176944,1609.21625544267,1248.30270661718,1911.72943151835,1647.4609375,1240.99164024214,4609.53615842518,,,,,,,,,,,,,,,,,,-3401.59079370452,,,,
630,3033.27908412369,2675.31219980788,2262.69881990765,1781.72911185703,1401.93682686216,1955.14617541049,1276.8659632669,1298.79490284265,4487.69285125427,,,,,,,,,,,,,,,,,,67.7334688002709,,,,
631,2932.59246786777,2557.96405542599,2258.72539694154,1963.52418110879,1467.28294362878,2418.54134977184,1491.93942354665,1299.00087945676,4076.08375110587,,,,,,,,,,,,,,,,,,-16.923337282112,,,,
632,3553.77008652658,2670.83304718083,2452.37397420868,1954.45059431993,1620.91147956872,2105.30527326558,1482.45871201016,1790.24812463935,4723.23636791897,,,,,,,,,,,,,,,,,,-186.219739292365,,,,
633,3308.82352941177,3071.38448878832,2504.94831757203,1881.00852530383,1984.76743131744,1916.17246353582,1453.99432873766,1702.3914202932,5044.48765541217,,,,,,,,,,,,,,,,,,152.271381439811,,,,
634,3317.22936913657,2484.89425981873,2437.89843921741,1888.70763095885,1848.76235379454,2568.38905775076,2009.57405236421,1833.02326252181,4980.28135852611,,,,,,,,,,,,,,,,,,913.319238900634,,,,
635,3368.29706080323,2986.02548294287,2854.10868609931,1987.67892734191,1474.74198804997,2859.08726981585,1980.07228680277,1835.88276927966,4816.03579207629,,,,,,,,,,,,,,,,,,1507.83566285472,,,,
636,3926.68687549119,3060.95890410959,2439.1495601173,2496.14791987673,1810.85243228553,2928.33146696529,1919.96095656418,2021.55750833297,5582.61278748309,,,,,,,,,,,,,,,,,,-947.787086400948,,,,
637,3553.99719495091,2788.13210908593,2958.37608090283,1905.9697436362,1574.46808510638,3008.55931525478,1587.93675580714,1894.2623069254,5415.70915090448,,,,,,,,,,,,,,,,,,-1540.15401540154,,,,
638,4076.08695652174,3003.42935528121,2593.48878134624,2148.99972843306,2136.19487458118,2674.08356010885,2122.45295895486,1948.96060243223,5469.38534975544,,,,,,,,,,,,,,,,,,-1118.07555480264,,,,
639,3693.00656160619,3733.2145793368,2196.56992084433,2546.83681781157,2162.38233164374,2617.84713885554,2007.02507561713,2208.50222869755,5957.30918499353,,,,,,,,,,,,,,,,,,-4076.45466847091,,,,
640,4101.39801246421,3649.25015407793,3376.32832539392,2216.37798131858,2035.66256335988,3497.07976638131,2389.1818004296,2976.90407753528,6108.13357677131,,,,,,,,,,,,,,,,,,321.489001692047,,,,
641,4555.91735908376,3707.33379026731,3378.55676151364,2468.95676606544,1867.23496871316,3367.45301879248,2331.96561156702,2683.29608535794,6509.77851083883,,,,,,,,,,,,,,,,,,-524.135598951729,,,,
642,4343.55897033257,3614.35039100014,3696.88073394495,2523.33907368803,2724.30964237211,3760.19836826108,2195.40791402052,2380.81504340553,6650.76279672498,,,,,,,,,,,,,,,,,,-2214.70836855452,,,,
643,4561.51171918807,4070.03837719298,3324.05304417906,2912.02319470871,2072.80630263515,3495.68138195777,1668.45860619685,2423.69191285667,6405.25571529578,,,,,,,,,,,,,,,,,,-1200.84566596195,,,,
644,4712.26256041362,3765.00445846766,2988.56472657968,2551.22393472348,2562.03586306828,4126.81912681913,2795.49902152642,3045.51684339609,7011.41982575936,,,,,,,,,,,,,,,,,,-101.522842639594,,,,
645,4961.61819913711,4277.09604442312,3493.17080334851,2525.6282318788,2508.37938219042,4482.23431498079,2898.02695839031,2438.42648670474,7098.50044104675,,,,,,,,,,,,,,,,,,1083.18524160108,,,,
646,4972.20506485485,4180.83356183164,3727.60646108664,3221.24535484456,2432.60358241361,4262.41304869273,2900.29325513196,2654.19105562123,6746.45650767512,,,,,,,,,,,,,,,,,,-101.445599797109,,,,
647,5128.99607403253,4120.26878771256,3825.90202405397,3111.07084616778,2650.9186351706,4113.78730895415,3133.05978898007,2352.21159809054,7122.42495585639,,,,,,,,,,,,,,,,,,152.258501099645,,,,
648,5108.56758121528,4394.84331070424,4169.04918994209,3383.47227256252,3170.82011780698,4037.24722244425,3113.21676272345,3214.69740634006,8309.42020463366,,,,,,,,,,,,,,,,,,2266.19313377304,,,,
649,5558.36139169473,4511.10806363138,4351.68218133842,3176.50258362796,3341.48550724638,4648.05631099024,3188.56138981066,3405.0592748565,7762.55439256733,,,,,,,,,,,,,,,,,,1675.41039092909,,,,
650,5939.34288121314,4852.61859062243,3892.76021418617,3580.87303024814,3558.8768115942,4705.64741592779,3680.50806057645,3561.28846292426,8517.99493432291,2531.33905787248,350.883741764497,2317.95483342029,,,,,,,,,,,,,,,-693.504736129905,,,,
651,5998.42811429855,5277.6254455717,4061.65336457494,3736.86118158753,3121.54946148973,4805.34015508834,3563.61149110807,4139.92991968161,8370.71045970922,3169.1257391207,-41.0440103729408,2392.62088884748,,,,,,,,,,,,,,,-524.801083460301,,,,
652,6139.46437594745,4799.42398683398,4269.17722910103,4263.39691189827,3680.29739776952,4924.46646950683,3420.46230371599,3716.61026711786,8875.21347388258,3221.83918755241,126.929610064771,4200.75665803157,,,,,,,,,,,,,,,829.383886255924,,,,
653,5944.89956233868,5253.44673845943,4590.87246355578,3761.31836291199,4228.40065205579,5025.20201616129,4315.58378114314,3638.90933760591,8739.54036535062,3878.58661990224,984.34004474273,3117.72484308942,,,,,,,,,,,,,,,405.988327835575,,,,
654,6551.89844978656,5135.78384309423,4909.82404692082,4099.31134469011,3530.42375950742,5234.47503201024,4321.97598359856,4764.03521431664,9785.89123510676,3092.32231728457,873.802722231558,4126.74743709226,,,,,,,,,,,,,,,-270.681779732702,,,,
655,6489.750070205,5969.56611145384,5281.01414230234,4161.98586700489,4484.41464298659,5433.66938710194,3806.40750146513,4301.83560378666,10022.4281414153,3685.90639027025,1881.54480801896,3605.24942211617,,,,,,,,,,,,,,,2181.26479540074,,,,
656,6758.95765472313,6024.15425787415,5038.09523809524,4260.68802759372,4059.27134312126,5538.59677161579,4333.0078125,4402.1527407044,10826.8855944717,4135.83583397014,1283.67788640943,4788.21362799263,,,,,,,,,,,,,,,-1367.7811550152,,,,
657,7610.95214049262,6291.68093118795,5699.52363503115,3885.2696344553,4798.14932414043,5518.59256297481,4672.06714815538,4084.25304768088,10739.5593360506,4170.85801572222,2216.95560490417,4386.798606064,,,,,,,,,,,,,,,2689.67267191068,,,,
658,7782.39622535528,6300.74053757543,5835.71690502384,4771.57360406091,4806.26471120768,5822.47101159536,4538.52915323762,4635.81895618278,11915.1822578742,2644.52644526445,1973.3651658149,4939.4204462973,,,,,,,,,,,,,,,744.24898511502,,,,
659,8259.37991462593,7127.48457847841,6065.06924598813,4572.15373459028,4820.1178069778,5628.40217739353,4531.86082877248,5190.55581180812,11966.4508534432,4617.41916256892,1823.81023422348,4326.29658587438,,,,,,,,,,,,,,,-1453.56207217105,,,,
660,8523.84429590519,6798.95811913085,6033.10627700872,5209.59710276143,4965.56099329346,5213.88022707284,4477.59733907259,5657.60046172715,12532.287550864,4451.60809451049,2417.40231683242,3880.53031431551,,,,,,,,,,,,,,,-3227.16904621103,,,,
661,8924.36314667265,7375.23992322457,6776.84133382191,5700.57060048909,5531.51032234698,6112.8,5251.48940326204,5400.45039842938,12694.7975517891,4990.03483152346,3387.74597495528,5388.79785490839,,,,,,,,,,,,,,,-524.135598951729,,,,
662,8812.46490735542,7638.91743747859,6471.1482132396,5514.3659929303,5908.59728506787,5798.83078401538,5365.54416788678,5634.39125235907,12876.0749204853,5271.10117384013,2682.68567057814,4680.60546256819,,,,,,,,,,,,,,,405.782399188435,,,,
663,9169.75412596834,7462.81954629566,6949.47569113441,5444.50479811697,5764.32256312788,6503.23922258658,5922.55793487826,6089.32744741626,13147.7881840137,4974.18789719887,3444.74061923314,6025.37588731765,,,,,,,,,,,,,,,3114.15756960311,,,,
664,9436.66722887502,7815.02810914576,7177.7794042304,6147.71182600816,6412.71854334632,6043.21728691477,5711.07638210588,6513.37684228725,14010.2509720749,5011.36829550114,3816.12536568096,5449.32722054493,,,,,,,,,,,,,,,-1116.75126903553,,,,
665,9398.13776082567,8668.72427983539,6954.76871197126,6477.72546178921,6436.70886075949,6720.8,5901.27077223851,6348.63391131243,15063.6717368235,6353.67353785366,4152.99731583656,6657.10507199136,,,,,,,,,,,,,,,406.366407043684,,,,
666,10238.4960718294,8120.58440222238,7728.43848464864,6279.6594819779,6684.48229006251,6508.25452796923,6056.20060493707,6509.75525282845,14723.6121740154,6741.9288734887,4263.24811805918,5171.03178301799,,,,,,,,,,,,,,,1423.24635716706,,,,
667,11096.4518302268,9233.0383480826,8038.22495606327,6862.37202138262,6745.5567645992,7194.46886739669,6976.08589555881,6530.78323173374,16267.601484711,6540.6624540998,4731.89648743381,7055.22616250886,,,,,,,,,,,,,,,3030.81611920081,,,,
668,11131.3663899484,9398.32601536773,7929.77054468148,6930.19038984588,6566.71799981882,7063.58103779629,6669.59749902306,7034.95089543617,16492.3349056604,5663.75309838418,4505.64603286997,6397.52594220989,,,,,,,,,,,,,,,-1033.46039813638,,,,
669,10993.4853420195,9701.93230094559,8328.68876503373,7571.14373753852,7005.17288320174,8106.31494804157,6801.25134421742,7691.08693770378,16866.7806805449,6316.39765907481,6055.29558716605,7219.66492107568,,,,,,,,,,,,,,,660.79295154185,,,,
670,11390.3082710989,9844.37131495955,9175.94491649575,8194.99818774918,7517.68547070561,7339.51554880486,7700.64440538957,6908.53509062856,17983.6142873983,7547.48634592801,5847.93142005218,7404.64700292534,5204.40909725129,,,,,,,,,,,,,,-355.450236966825,,,,
671,11947.9716822115,10529.5971499041,8899.39873881801,8903.57627885921,7994.74209047231,8108.90772429234,7999.80457299199,8066.65704804502,18700.1590199658,6597.81129402114,5979.49673811743,7641.17745629224,4533.11050762482,,,,,,,,,,,,,,-1710.41490262489,,,,
672,12409.4762252288,10117.2196325747,9733.15739315299,8094.11764705883,8535.56864521976,8434.72699656248,7820.09961910343,8951.28112594731,18844.1589060474,8055.45217714924,6481.06738223017,8457.72996314633,6562.75063639851,,,,,,,,,,,,,,67.710537452391,,,,
673,13474.4812114414,11287.9775049722,9942.10757731203,8756.79594055817,8327.8955954323,8708.98031054906,7983.79222808046,8824.84393246926,19357.1386482824,8358.15893349222,7643.52594471593,8757.81948168007,5230.71565383946,,,,,,,,,,,,,,-2638.4778012685,,,,
674,13264.3329967463,10771.8120805369,9985.34476441709,8865.75540870825,8455.54246351854,8672.43173993114,8243.28285295555,9142.5523018585,19266.4820597419,8658.00059594756,6987.58342965808,6725.97334921462,6836.71335981601,,,,,,,,,,,,,,2689.90018609372,,,,
675,13201.9952920076,11652.2633744856,9978.76391329819,9425.28735632184,9632.95269168026,8769.50156012481,8082.71411810716,8695.08801776214,20059.4817432273,10283.0206256638,6912.88055332873,8912.90172333488,6799.49839765919,,,,,,,,,,,,,,2522.85811039621,,,,
676,13976.2345160025,11498.6955924756,11073.8894590236,9265.73110004527,9508.68621064061,9612.64505802321,8816.85733841791,9109.27960046766,20209.4024656403,8716.34992345891,7895.86718210171,9318.60928508911,5024.04013657585,,,,,,,,,,,,,,-270.796310400271,,,,
677,14113.9205023266,12265.0833962523,10548.4273040546,9583.10676092079,10015.367926234,9239.45240573213,9254.15444770283,9185.82486136784,21303.7586897608,9233.38121979888,9089.38453798424,7739.17093619003,8094.54089102698,,,,,,,,,,,,,,-2385.98866232338,,,,
678,14278.0958796452,13063.6750377384,11032.4375777989,9526.57355341919,10163.682401881,9660.66426570628,9119.08486507626,10666.6089391119,22057.2471877025,9175.35580384623,10133.2339513649,9811.55989636726,8439.0243902439,,,,,,,,,,,,,,-440.08124576845,,,,
679,15128.4784560144,12227.5564090254,11192.7075706546,10230.2810516772,10359.8228008318,10264.8,9550.64960437628,10709.5954858355,23208.4585026801,10955.5543111012,9420.89841927477,10263.1039176565,8035.18447415268,,,,,,,,,,,,,,3280.07439343985,,,,
680,14992.4323112282,13013.2473059235,10944.3507588533,10248.1884057971,10133.0076004343,10308.3453467884,9412.9712834538,10993.465372243,23524.4598810855,11098.4664751315,9377.55937755938,11204.4713553796,9673.02927731444,,,,,,,,,,,,,,-2976.24080493785,,,,
681,15344.672729314,13999.8628069694,11526.9526952695,10403.4817299846,10178.0871451817,10605.0420168067,9571.12153184838,11569.1393460357,23221.6069745523,10587.4457018214,9573.31842742687,9738.27455074193,10150.5856107083,,,,,,,,,,,,,,-186.298585824371,,,,
682,15867.0033670034,13305.6831425242,12104.8002931477,10347.2033360529,11271.0331101864,10100.0320102433,10085.0439882698,10780.9370091222,24413.2367661779,11042.4984142383,9475.56615017878,10065.0015831331,10552.7813667633,,,,,,,,,,,,,,-2807.61099365751,,,,
683,16808.0206695125,13060.9589041096,11955.0413707256,11040.2897238569,11052.9645697759,11134.1278093258,11084.2784513101,11499.3435953662,25267.03173762,11460.468930555,9464.52202113582,12005.1418670939,10869.3381610556,,,,,,,,,,,,,,2605.75296108291,,,,
684,16878.9987652935,13954.7169811321,12816.2518301611,11298.0420594634,11701.0309278351,10966.1681196513,10393.1540342298,12063.3683937151,26173.6618722,12258.9300687573,11505.9410734905,11060.2508280302,9111.52195904699,,,,,,,,,,,,,,-4250.6350550381,,,,
